Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HELO,AELO
E1,01/02/2020,Sheffield Weds,Millwall,0,0,D,0,1,D,15,7,2,2,20,13,6,2,4,3,0,0,2.2,3.1,3.6,1520.707886,1506.153931
E1,14/12/2019,Swansea,Middlesbrough,3,1,H,1,1,H,10,8,7,3,13,19,6,6,2,1,0,2,1.9,3.5,4.2,1521.038574,1487.547363
E1,03/08/2019,Stoke,QPR,1,2,A,0,1,A,13,5,1,3,18,14,7,0,1,3,0,0,1.8,3.6,5.25,1521.283936,1439.839722
E1,12/01/2019,Sheffield United,QPR,1,0,H,1,0,H,10,6,2,2,18,11,6,2,2,1,0,0,1.65,3.9,6,1521.33606,1470.264648
E1,22/04/2019,Derby,QPR,2,0,H,0,0,D,17,11,8,2,10,16,8,2,1,3,0,0,1.65,4.2,5.5,1521.653931,1431.999146
E1,14/12/2019,Preston,Luton,2,1,H,1,1,D,11,10,3,3,13,16,6,5,0,3,0,0,1.61,4.2,5,1521.736816,1391.957886
E1,11/12/2019,Swansea,Blackburn,1,1,D,1,1,D,14,8,3,2,11,11,12,3,0,0,1,1,2.15,3.4,3.4,1521.884888,1481.278809
E1,18/07/2020,Swansea,Bristol City,1,0,H,1,1,H,17,14,7,1,8,11,2,8,0,0,0,0,1.9,3.7,3.9,1521.890625,1479.234863
E1,24/08/2019,Preston,Sheffield Weds,2,1,H,1,1,H,8,11,4,3,10,16,9,7,0,3,0,0,2.37,3.3,2.9,1521.924561,1539.706543
E1,02/01/2020,Swansea,Charlton,1,0,H,1,1,H,14,7,3,5,8,9,7,5,1,3,0,0,1.53,4.2,5.75,1522.051514,1425.886719
E1,05/08/2019,Huddersfield,Derby,1,2,A,1,1,A,14,11,2,3,18,14,8,0,0,0,0,0,2.2,3.5,3.5,1522.141235,1567.431641
E1,02/10/2019,Brentford,Bristol City,1,1,D,0,1,D,18,8,6,3,6,8,13,3,1,1,0,0,1.8,3.8,4,1522.383789,1545.563843
E1,28/09/2019,Middlesbrough,Sheffield Weds,1,4,A,1,1,A,9,12,2,6,10,19,5,6,0,3,0,0,2.4,3.1,3.25,1522.577759,1526.629517
E1,02/02/2019,Sheffield United,Bolton,2,0,H,0,0,D,12,6,2,1,8,14,13,3,0,1,0,0,1.28,5.5,15,1522.604004,1322.40979
E1,27/04/2019,Middlesbrough,Reading,2,1,H,2,1,H,18,12,6,4,14,12,7,4,3,1,0,0,1.57,3.8,6,1522.643188,1445.281982
E1,21/09/2019,Brentford,Stoke,0,0,D,0,1,D,12,11,2,4,13,6,4,5,1,2,0,0,1.85,3.5,4.5,1522.838989,1458.207031
E1,16/03/2019,Stoke,Reading,0,0,D,0,0,D,11,8,3,1,14,13,6,2,3,3,0,0,1.83,3.6,5,1522.84021,1409.049438
E1,08/02/2020,Swansea,Derby,2,3,A,0,1,A,16,8,7,4,7,16,3,2,1,4,0,0,2,3.5,3.8,1522.874878,1511.799316
E1,13/04/2019,Middlesbrough,Hull,1,0,H,1,0,H,15,15,4,4,7,10,4,5,1,1,0,0,1.95,3.5,4.33,1522.92395,1514.298096
E1,20/02/2019,Derby,Millwall,0,1,A,0,0,D,13,4,1,1,13,11,6,1,2,3,0,0,2.05,3.5,4,1522.978394,1423.871094
E1,27/06/2020,Swansea,Luton,0,1,A,0,1,D,10,7,3,2,12,19,6,2,2,3,1,0,1.66,4,5,1522.988525,1389.270996
E1,19/04/2019,Preston,Ipswich,4,0,H,2,0,H,17,18,10,5,8,13,3,4,0,1,0,0,1.61,4,6.25,1523.15564,1376.704346
E1,05/05/2019,Sheffield Weds,QPR,1,2,A,0,1,A,8,16,2,8,12,17,9,5,2,2,0,0,1.75,4,5,1523.229004,1413.520874
E1,20/08/2019,Middlesbrough,Wigan,1,0,H,1,1,H,13,11,3,1,17,11,3,5,2,2,0,0,1.95,3.3,4.2,1523.275269,1442.238647
E1,11/01/2020,Hull,Fulham,0,1,A,0,1,A,9,4,2,1,12,10,2,2,1,4,0,0,2.5,3.5,2.7,1523.304077,1558.604492
E1,30/11/2019,Derby,QPR,1,1,D,1,1,D,13,13,4,2,10,14,8,9,1,3,0,0,2.37,3.6,2.8,1523.51062,1428.143066
E1,19/01/2019,Stoke,Leeds,2,1,H,0,0,D,12,17,5,4,11,10,6,8,1,2,0,1,3,3.5,2.45,1523.970215,1529.232788
E1,13/02/2019,Sheffield United,Middlesbrough,1,0,H,0,0,D,15,10,5,4,6,14,4,4,2,1,0,1,2.05,3.3,4.2,1524.072632,1543.911255
E1,11/01/2020,Middlesbrough,Derby,2,2,D,1,1,H,15,7,5,3,11,13,5,2,1,2,0,0,2.1,3.3,3.75,1524.455811,1499.643066
E1,27/04/2019,Bristol City,Derby,0,2,A,0,1,A,23,8,11,4,8,19,5,2,0,4,1,0,2.2,3.4,3.2,1524.69043,1527.695679
E1,29/02/2020,Blackburn,Swansea,2,2,D,1,1,D,16,9,5,3,17,13,2,1,3,5,0,0,2.1,3.3,3.6,1524.851074,1510.613281
E1,08/12/2018,Leeds,QPR,2,1,H,1,1,D,20,10,7,4,11,21,3,2,2,4,0,0,1.7,4,5.25,1525.12146,1448.043457
E1,06/04/2019,Swansea,Middlesbrough,3,1,H,2,0,H,16,13,7,1,11,13,3,4,1,1,0,0,2.4,3.25,3.3,1525.942749,1520.493774
E1,09/02/2019,Swansea,Millwall,1,0,H,1,0,H,15,11,5,3,8,10,9,5,0,2,0,0,2.1,3.4,4,1525.977783,1431.175659
E1,09/11/2019,Hull,West Brom,0,1,A,0,1,A,10,9,3,2,11,10,2,4,3,3,0,0,3.1,3.6,2.2,1525.979004,1630.285767
E1,01/01/2019,Derby,Middlesbrough,1,1,D,1,0,H,8,11,2,2,8,12,4,5,0,2,0,0,2.37,3.3,3.3,1526.110596,1534.468262
E1,23/02/2019,Leeds,Bolton,2,1,H,1,1,D,21,12,8,6,10,14,8,4,1,4,0,0,1.28,5.75,13,1526.416504,1320.717041
E1,21/09/2019,Sheffield Weds,Fulham,1,1,D,0,1,A,12,9,5,2,15,11,2,5,2,1,0,0,2.87,3.25,2.5,1526.805298,1581.292847
E1,29/12/2019,Swansea,Barnsley,0,0,D,0,1,D,11,12,5,1,17,12,7,3,1,4,0,0,1.9,3.6,4,1526.890381,1403.337646
E1,31/08/2019,Brentford,Derby,3,0,H,3,1,H,22,5,8,0,12,13,6,3,0,2,0,0,1.95,3.5,4,1527.433594,1565.885254
E1,26/02/2020,Blackburn,Stoke,0,0,D,0,1,D,16,11,6,2,10,17,4,3,2,2,0,0,2.37,3.2,3.2,1527.491821,1477.094116
E1,12/07/2020,Swansea,Leeds,0,1,A,0,1,D,6,12,3,4,12,19,6,7,2,3,0,0,4.6,4,1.7,1527.576904,1604.401733
E1,02/02/2019,Leeds,Norwich,1,3,A,0,2,A,21,14,6,5,16,14,4,4,3,2,0,0,1.95,3.8,4,1527.632324,1543.841919
E1,22/02/2020,Preston,Hull,2,1,H,0,1,A,12,7,4,3,8,14,2,6,1,3,0,0,1.57,4.2,5.75,1527.914307,1473.972778
E1,02/12/2019,Preston,West Brom,0,1,A,0,1,D,7,11,2,4,10,10,4,9,0,1,0,0,3,3.25,2.37,1528.498901,1636.311279
E1,18/01/2020,Swansea,Wigan,2,1,H,1,1,D,13,12,3,2,8,14,6,5,0,1,0,0,1.9,3.5,4.2,1528.818359,1407.318115
E1,27/06/2020,Derby,Reading,2,1,H,2,1,H,13,12,6,4,13,12,4,8,2,0,1,1,2.1,3.4,3.6,1529.365234,1484.982056
E1,29/12/2018,Swansea,Wigan,2,2,D,0,2,A,13,16,6,5,16,18,7,5,3,4,0,0,1.9,3.5,4,1529.739136,1364.239746
E1,29/12/2018,Middlesbrough,Ipswich,2,0,H,1,0,H,19,6,9,4,16,12,5,3,1,2,0,0,1.44,4.2,7.5,1529.750244,1367.692627
E1,16/03/2019,Brentford,West Brom,0,1,A,0,0,D,13,11,7,6,12,15,6,14,2,1,0,0,2.05,3.8,3.6,1529.809448,1592.40979
E1,22/12/2018,Derby,Bristol City,1,1,D,1,1,D,21,15,7,3,9,8,9,3,0,1,0,0,2.1,3.5,3.8,1529.96582,1464.789551
E1,26/01/2019,Aston Villa,Ipswich,2,1,H,1,0,H,23,8,13,4,14,19,9,3,3,1,0,0,1.5,4.5,7.5,1530.032227,1355.099854
E1,19/04/2019,Swansea,Rotherham,4,3,H,1,2,A,15,16,8,8,4,13,6,9,0,1,0,0,1.66,4,5.75,1530.196167,1398.067383
E1,09/04/2019,Bristol City,West Brom,3,2,H,3,0,H,14,13,6,5,8,15,4,5,2,1,0,0,2.5,3.4,3,1530.307983,1589.044556
E1,08/02/2019,Aston Villa,Sheffield United,3,3,D,0,1,A,11,11,4,7,11,17,2,2,3,3,0,0,2.9,3.5,2.55,1530.365967,1526.307007
E1,02/04/2019,Middlesbrough,Bristol City,0,1,A,0,1,A,23,15,7,5,10,9,5,6,1,3,0,0,2.15,3.3,3.9,1530.423218,1525.80957
E1,30/11/2019,Bristol City,Huddersfield,5,2,H,4,1,H,12,11,8,5,6,11,4,4,0,1,0,0,2.2,3.2,3.5,1530.719849,1476.6073
E1,04/08/2019,Bristol City,Leeds,1,3,A,0,1,A,13,18,3,4,8,12,4,6,3,2,0,0,3.1,3.5,2.37,1530.744873,1545.834839
E1,26/01/2019,Stoke,Preston,0,2,A,0,1,A,10,12,1,5,11,11,9,8,2,1,0,0,2,3.4,4.33,1530.750122,1478.461792
E1,19/04/2019,Middlesbrough,Stoke,1,0,H,1,0,H,7,14,2,1,12,8,2,10,1,1,0,0,1.8,3.5,5.5,1530.862671,1515.266968
E1,24/08/2019,Middlesbrough,Millwall,1,1,D,0,1,D,11,12,2,4,13,10,6,7,0,2,0,0,1.95,3.4,4,1530.871582,1468.248779
E1,14/09/2019,Middlesbrough,Reading,1,0,H,0,1,D,10,18,2,7,12,17,5,10,0,3,0,0,2.1,3.5,3.5,1530.895752,1463.457764
E1,14/09/2019,Preston,Brentford,2,0,H,1,1,H,4,8,2,2,12,16,5,11,2,1,0,0,2.62,3.4,2.7,1531.463623,1540.203003
E1,29/12/2019,Preston,Reading,0,2,A,0,1,A,21,12,5,3,12,5,8,1,0,0,0,0,1.9,3.6,4,1531.950317,1472.755249
E1,19/01/2019,Aston Villa,Hull,2,2,D,1,2,A,18,12,2,4,14,11,7,5,2,3,0,0,2,3.8,3.75,1532.392822,1502.86853
E1,01/05/2019,Swansea,Derby,1,1,D,0,1,A,12,13,6,4,7,16,4,8,3,4,0,0,2.9,3.8,2.37,1532.634277,1538.004639
E1,07/12/2019,Sheffield Weds,Brentford,2,1,H,0,1,A,12,12,3,2,10,7,5,7,1,2,0,0,2.5,3.25,2.87,1532.861572,1553.219727
E1,20/08/2019,Sheffield Weds,Luton,1,0,H,0,1,D,9,10,3,2,21,3,3,8,2,1,0,0,1.83,3.6,4.5,1533.079834,1409.170776
E1,07/02/2020,Bristol City,Birmingham,1,3,A,1,1,A,13,9,2,3,8,13,6,4,0,0,0,0,2.25,3.4,3.2,1533.371704,1466.78125
E1,19/01/2019,Swansea,Sheffield United,1,0,H,0,0,D,11,12,3,4,8,17,3,7,0,4,0,0,3,3.4,2.5,1533.447754,1526.843506
E1,11/07/2020,Derby,Brentford,1,3,A,1,1,D,9,17,3,6,9,9,6,3,0,1,0,0,4.2,3.8,1.8,1533.799316,1619.570923
E1,05/10/2019,Sheffield Weds,Wigan,1,0,H,0,1,D,8,5,2,3,15,9,3,2,1,1,0,0,1.66,3.8,5.5,1534.024536,1437.473999
E1,16/02/2019,Sheffield United,Reading,4,0,H,3,0,H,14,10,10,2,14,12,4,5,2,1,0,0,1.45,4.5,8.5,1534.093384,1392.223389
E1,31/08/2019,Sheffield Weds,QPR,1,2,A,1,1,H,7,11,2,5,22,13,1,6,4,3,0,0,1.95,3.5,3.9,1534.213379,1448.575928
E1,09/04/2019,Swansea,Stoke,3,1,H,2,1,H,31,2,8,1,5,17,6,1,0,1,0,2,2.1,3.3,4,1534.925049,1523.414307
E1,06/04/2019,Bristol City,Wigan,2,2,D,0,1,A,15,17,6,6,12,14,13,8,1,1,0,0,1.9,3.6,4.5,1535.739136,1392.510132
E1,10/08/2019,Sheffield Weds,Barnsley,2,0,H,1,1,H,16,11,7,3,10,22,6,4,1,1,0,0,2.1,3.25,3.5,1535.814087,1425.474121
E1,29/11/2019,Swansea,Fulham,1,2,A,0,1,A,18,10,7,4,12,18,6,0,0,1,0,0,2.87,3.5,2.4,1536.019653,1574.381836
E1,22/10/2019,Preston,Leeds,1,1,D,0,1,D,10,22,2,3,9,9,4,8,1,0,0,0,3.5,3.5,2.05,1536.338989,1567.254028
E1,27/11/2019,Sheffield Weds,Birmingham,1,1,D,0,1,D,24,7,5,2,7,10,12,1,1,3,0,0,1.95,3.3,4.2,1537.047241,1487.298706
E1,15/02/2020,Preston,Millwall,0,1,A,0,1,D,10,16,3,6,5,11,1,8,3,0,0,0,2.1,3.2,3.75,1537.63208,1499.150391
E1,30/03/2019,Middlesbrough,Norwich,0,1,A,0,0,D,17,16,6,5,17,9,4,6,3,4,0,0,3,3.3,2.55,1538.490601,1605.788086
E1,18/01/2019,Norwich,Birmingham,3,1,H,3,1,H,10,8,4,4,5,22,5,6,0,4,0,0,1.9,3.6,4.4,1538.731079,1479.011719
E1,19/04/2019,Bristol City,Reading,1,1,D,0,0,D,17,8,6,4,11,6,9,6,0,0,0,0,1.75,3.8,5.25,1538.783569,1438.241821
E0,22/12/2018,Huddersfield,Southampton,1,3,A,0,2,A,16,13,5,6,12,9,8,2,2,3,0,0,3.1,3.1,2.6,1538.856445,1619.527954
E1,26/12/2018,Swansea,Aston Villa,0,1,A,0,0,D,19,13,5,5,8,11,9,4,2,2,0,0,2.75,3.5,2.64,1538.934204,1548.28479
E1,23/10/2019,Derby,Wigan,1,0,H,0,1,D,11,16,4,3,8,16,7,8,2,2,0,0,2,3.3,4,1538.989014,1444.502808
E1,02/11/2019,Derby,Middlesbrough,2,0,H,1,1,H,23,10,10,1,10,13,6,2,0,1,0,1,2.2,3.3,3.4,1539.020508,1500.921143
E1,23/11/2019,Derby,Preston,1,0,H,1,1,H,13,12,4,2,15,9,6,3,0,2,0,0,2.75,3.3,2.62,1539.194702,1562.369263
E1,05/05/2019,Derby,West Brom,3,1,H,1,1,H,23,8,13,2,12,14,5,2,1,5,0,1,1.95,4,3.8,1539.19873,1595.695313
E1,23/10/2019,Bristol City,Charlton,2,1,H,0,1,D,23,10,8,5,13,12,9,5,2,5,1,0,1.95,3.4,4,1539.215088,1466.07019
E1,27/04/2019,Swansea,Hull,2,2,D,1,1,H,14,8,7,4,7,15,10,6,1,4,0,0,1.65,4,4.75,1539.28894,1492.876343
E1,09/04/2019,Preston,Leeds,0,2,A,0,0,D,5,22,0,7,7,16,3,6,1,2,1,0,3.75,3.5,2.1,1539.320435,1559.716919
E1,05/10/2019,Preston,Barnsley,5,1,H,1,1,D,20,6,10,1,10,9,5,2,1,3,0,0,1.61,3.8,6,1539.455566,1379.006836
E1,29/01/2019,Swansea,Birmingham,3,3,D,1,1,D,16,9,7,3,15,15,12,4,2,4,0,1,2.15,3.4,3.75,1540.004395,1471.58374
E1,17/08/2019,Brentford,Hull,1,1,D,0,1,D,15,20,4,4,18,11,5,4,1,1,0,0,1.61,4,5.5,1540.30127,1504.616333
E1,03/08/2019,Brentford,Birmingham,0,1,A,0,1,A,15,1,3,1,10,12,6,2,1,3,0,0,1.7,4,5.5,1540.960327,1496.501831
E1,22/10/2019,Sheffield Weds,Stoke,1,0,H,1,1,H,11,12,4,1,17,12,5,3,2,1,0,0,2.3,3.1,3.4,1541.345581,1469.741943
E1,28/09/2019,Preston,Bristol City,3,3,D,1,1,A,9,15,3,7,11,12,3,5,1,1,0,0,2.05,3.5,3.6,1541.653564,1549.756348
E1,10/08/2019,Middlesbrough,Brentford,0,1,A,0,1,D,14,9,5,2,10,17,7,3,0,1,0,0,2.3,3.4,3,1541.767212,1530.217041
E1,26/12/2018,Middlesbrough,Sheffield Weds,0,1,A,0,1,A,12,4,3,2,13,12,5,1,3,2,0,0,1.57,4,7,1541.974976,1438.810059
E1,29/02/2020,Cardiff,Brentford,2,2,D,2,1,D,11,10,6,5,14,6,2,7,4,1,0,0,3.5,3.3,2.15,1542.168335,1574.925293
E1,14/12/2019,Bristol City,Blackburn,0,2,A,0,1,A,6,8,1,5,16,16,5,5,1,2,0,0,2.15,3.4,3.4,1543.12207,1486.17981
E1,08/12/2018,Norwich,Bolton,3,2,H,1,0,H,21,12,7,4,7,13,6,0,1,1,0,1,1.36,5,11,1543.236572,1339.279663
E1,09/11/2019,Sheffield Weds,Swansea,2,2,D,0,1,A,20,13,7,6,10,9,7,4,1,0,0,0,2.2,3.4,3.3,1543.689697,1559.310059
E1,26/12/2018,Leeds,Blackburn,3,2,H,1,0,H,24,8,10,2,13,13,6,2,2,2,0,0,1.61,4,6.5,1543.749023,1408.711548
E1,03/08/2019,Swansea,Hull,2,1,H,0,1,A,19,12,8,4,9,10,10,4,2,2,0,0,2.05,3.5,4,1543.851807,1504.656372
E1,15/12/2018,Swansea,Sheffield Weds,2,1,H,0,0,D,12,11,4,2,6,13,7,8,0,2,0,0,1.72,4,5,1543.862671,1435.077759
E1,26/10/2019,Preston,Blackburn,3,2,H,0,1,A,12,8,8,1,8,17,6,5,0,2,0,0,1.85,3.75,4,1543.989014,1461.717407
E1,19/01/2019,Middlesbrough,Millwall,1,1,D,0,1,A,16,7,2,3,13,10,8,4,3,1,0,0,1.85,3.4,5.25,1544.119751,1430.671631
E1,21/06/2020,Cardiff,Leeds,2,0,H,1,1,H,7,13,2,3,17,12,2,10,2,4,0,0,5.5,3.9,1.61,1544.170166,1592.679199
E1,30/11/2019,Brentford,Luton,7,0,H,5,1,H,21,4,12,1,7,10,9,3,0,0,0,0,1.44,4.33,7.5,1544.351318,1399.287231
E1,27/10/2019,Swansea,Cardiff,1,0,H,1,1,H,19,8,5,3,12,15,9,3,0,1,0,0,2.3,3.25,3.25,1545.887451,1585.501953
E0,18/07/2020,Norwich,Burnley,0,2,A,0,1,A,6,23,2,8,9,16,6,8,0,0,2,0,3.2,3.4,2.25,1545.984985,1732.011475
E1,26/01/2019,Norwich,Sheffield United,2,2,D,1,1,D,7,17,5,3,16,14,10,3,3,2,0,0,2.5,3.4,3,1546.159058,1520.286865
E0,15/12/2018,Huddersfield,Newcastle,0,1,A,0,0,D,15,8,5,5,5,13,10,1,1,1,0,0,2.6,3.1,3.1,1546.533203,1625.757202
E1,04/07/2020,Fulham,Birmingham,1,0,H,0,1,D,15,6,5,2,9,18,9,4,2,4,0,0,1.72,3.8,4.75,1546.55603,1454.883423
E1,29/12/2018,Norwich,Derby,3,4,A,2,2,D,24,19,7,5,13,12,5,7,3,3,0,0,2.1,3.4,3.4,1546.683594,1515.859131
E1,28/09/2019,Derby,Birmingham,3,2,H,1,1,H,7,17,4,6,9,18,2,9,3,1,0,0,2.2,3.3,3.4,1547.046875,1494.852539
E1,14/07/2020,Cardiff,Derby,2,1,H,1,1,D,14,8,8,2,8,9,3,2,1,0,0,0,2.3,3.4,3.1,1547.195435,1524.060913
E1,29/12/2018,Leeds,Hull,0,2,A,0,1,A,22,9,7,3,13,14,8,2,3,2,0,0,1.5,4.33,6,1547.434082,1468.311035
E1,05/10/2019,Derby,Luton,2,0,H,1,1,H,10,7,2,1,10,10,1,5,1,0,0,0,2.05,3.5,3.6,1547.719971,1413.834839
E1,13/03/2019,Middlesbrough,Preston,1,2,A,1,0,H,22,17,4,6,9,8,10,7,0,2,1,0,2.15,3.3,3.9,1547.813477,1531.641357
E1,06/04/2019,Preston,Sheffield United,0,1,A,0,1,A,11,15,3,5,7,16,5,8,3,1,0,0,3.2,3.4,2.4,1548.165771,1582.276123
E1,11/12/2019,Brentford,Cardiff,2,1,H,1,1,H,16,10,5,3,13,11,6,9,2,2,0,0,1.66,3.75,5.5,1548.50415,1577.227905
E1,23/02/2019,Middlesbrough,QPR,2,0,H,2,0,H,10,9,4,4,13,11,4,3,2,1,0,0,1.83,3.4,5.5,1549.44751,1423.441895
E1,01/01/2020,Sheffield Weds,Hull,0,1,A,0,1,D,12,9,5,3,14,15,1,2,2,1,0,0,1.83,3.6,4.33,1550.505859,1512.910156
E1,27/10/2019,Bristol City,Wigan,2,2,D,1,1,D,9,19,4,7,8,15,5,10,1,2,0,0,1.95,3.5,4,1550.511597,1446.806519
E1,10/12/2019,Bristol City,Millwall,1,2,A,0,1,A,10,14,5,3,6,14,6,4,0,0,0,0,2.2,3.25,3.5,1550.567383,1468.234497
E1,09/02/2019,Middlesbrough,Leeds,1,1,D,0,0,D,9,17,3,4,11,8,2,9,2,1,0,0,2.87,3.25,2.7,1550.734375,1514.948486
E1,05/10/2019,Bristol City,Reading,1,0,H,1,1,H,15,16,3,3,14,9,3,5,1,2,0,0,2,3.5,3.75,1550.789795,1434.782715
E1,21/09/2019,Bristol City,Swansea,0,0,D,0,1,D,11,15,2,2,8,10,2,7,1,1,0,1,2.37,3.5,2.9,1550.932007,1570.496094
E1,28/01/2020,Cardiff,West Brom,2,1,H,0,1,D,10,16,5,3,16,11,1,7,1,0,0,0,3,3.3,2.37,1551.151367,1608.126465
E0,02/02/2019,Cardiff,Bournemouth,2,0,H,1,0,H,12,9,5,2,17,14,6,7,1,2,0,0,3.25,3.5,2.3,1551.298218,1684.382568
E1,08/12/2018,Middlesbrough,Blackburn,1,1,D,0,1,A,12,15,5,5,14,12,4,8,2,2,1,0,1.75,3.6,5.75,1551.719971,1411.266968
E1,17/08/2019,Swansea,Preston,3,2,H,1,1,D,13,17,4,5,12,10,4,9,0,1,0,0,2.3,3.3,3.2,1552.032227,1515.939697
E1,01/01/2019,Stoke,Bristol City,0,2,A,0,1,A,16,6,7,2,17,15,7,0,3,1,0,0,2.1,3.4,3.9,1552.668701,1470.824341
E1,13/09/2019,Derby,Cardiff,1,1,D,1,1,D,13,13,5,4,13,10,6,4,2,2,0,0,2.5,3.5,2.75,1553.115845,1587.401855
E0,09/03/2019,Cardiff,West Ham,2,0,H,1,0,H,16,9,7,2,7,12,7,5,2,1,0,0,3.6,3.5,2.15,1553.190674,1692.049438
E0,03/03/2019,Fulham,Chelsea,1,2,A,1,2,A,12,20,5,7,11,10,5,4,2,1,0,0,6.5,4.5,1.53,1553.33606,1835.184326
E1,31/08/2019,Bristol City,Middlesbrough,2,2,D,1,1,H,18,22,5,6,13,11,6,10,1,1,0,0,2,3.4,3.8,1553.709839,1528.454102
E1,16/03/2019,Preston,Birmingham,1,0,H,0,0,D,12,11,1,3,13,18,3,6,3,3,0,0,2.1,3.5,3.8,1553.762207,1472.84375
E1,12/01/2020,Cardiff,Swansea,0,0,D,0,1,D,14,12,3,1,16,11,4,8,4,2,0,0,2.37,3.4,3,1554.808594,1526.474609
E1,26/10/2019,Sheffield Weds,Leeds,0,0,D,0,1,D,11,9,4,3,16,9,5,4,2,0,0,0,3.6,3.4,2.1,1554.821777,1577.000122
E1,26/02/2020,Fulham,Swansea,1,0,H,0,1,D,15,6,6,2,6,13,11,4,0,4,0,0,1.83,3.7,4.33,1554.908936,1516.130493
E1,09/11/2019,Preston,Huddersfield,3,1,H,2,1,H,21,8,4,1,11,17,12,4,4,2,0,0,1.75,3.6,4.75,1555.023315,1498.689209
E1,22/10/2019,Swansea,Brentford,0,3,A,0,1,A,17,14,5,7,7,6,6,6,2,1,0,0,2.55,3.3,2.75,1555.689819,1524.46936
E1,18/01/2020,Sheffield Weds,Blackburn,0,5,A,0,1,A,4,15,1,9,14,11,1,5,1,1,1,0,1.75,3.75,4.75,1556.074585,1481.333374
E0,08/12/2018,Cardiff,Southampton,1,0,H,0,0,D,13,12,4,1,9,10,7,7,2,2,0,0,2.9,3.25,2.7,1556.153076,1616.002563
E1,10/02/2019,Norwich,Ipswich,3,0,H,1,0,H,11,15,3,2,14,19,5,7,4,3,0,0,1.4,5,9,1556.525635,1344.907837
E1,01/01/2019,Aston Villa,QPR,2,2,D,1,1,D,22,11,5,4,10,21,9,1,2,5,0,0,1.85,3.8,4.5,1556.569336,1466.332764
E1,14/12/2019,Brentford,Fulham,1,0,H,1,1,H,23,11,7,2,6,13,10,3,1,1,0,0,2.2,3.4,3.3,1557.630371,1568.486084
E1,23/12/2018,Aston Villa,Leeds,2,3,A,2,0,H,10,16,2,7,12,13,6,8,2,3,0,0,2.5,3.6,2.9,1558.353516,1533.680176
E0,22/12/2018,Cardiff,Man United,1,5,A,1,3,A,9,17,3,9,13,13,4,7,2,1,0,0,6.5,4.2,1.57,1558.356934,1835.343384
E1,09/03/2019,Middlesbrough,Brentford,1,2,A,1,0,H,19,14,6,3,14,10,3,3,5,1,0,0,2.37,3.4,3.2,1558.437866,1513.999023
E0,13/04/2019,Fulham,Everton,2,0,H,0,0,D,12,8,5,1,8,10,7,3,2,1,0,0,5,4,1.75,1558.536011,1738.484009
E1,28/04/2019,Leeds,Aston Villa,1,1,D,0,1,D,27,13,5,4,14,8,7,3,4,2,0,1,1.75,3.8,4.33,1558.540039,1613.091553
E1,31/01/2020,Cardiff,Reading,1,1,D,0,1,A,18,8,4,2,17,13,8,5,3,2,0,0,2.1,3.4,3.5,1559.251587,1484.158203
E1,23/02/2019,Norwich,Bristol City,3,2,H,1,2,A,23,12,8,6,7,17,10,4,1,3,0,0,1.95,3.75,4,1559.484375,1524.106201
E1,15/12/2018,Aston Villa,Stoke,2,2,D,0,0,D,9,16,5,8,10,16,8,3,2,4,0,0,2.04,3.7,3.8,1559.86145,1565.417725
E1,29/12/2019,Sheffield Weds,Cardiff,1,2,A,1,1,A,18,9,3,3,10,13,8,0,1,2,0,0,1.7,3.75,5.25,1559.894897,1568.06543
E1,10/07/2020,Fulham,Cardiff,2,0,H,1,1,H,14,13,7,1,18,13,3,3,3,1,0,0,2,3.4,3.9,1560.063477,1556.860352
E1,23/11/2019,Swansea,Millwall,0,1,A,0,1,D,10,13,4,5,14,10,4,3,1,2,0,0,1.95,3.5,4,1560.653198,1469.79248
E0,11/07/2020,Norwich,West Ham,0,4,A,0,1,A,11,19,2,7,9,8,1,6,1,0,0,0,3.75,3.75,1.95,1560.723267,1665.217041
E1,29/02/2020,Fulham,Preston,2,0,H,0,1,D,15,8,4,2,11,6,7,3,0,0,0,0,1.83,3.6,4.33,1560.869263,1524.269653
E1,09/03/2019,Sheffield United,Rotherham,2,0,H,1,0,H,19,3,11,0,9,9,5,3,0,0,0,1,1.4,5,9,1561.247437,1376.12561
E1,23/11/2019,Brentford,Reading,1,0,H,0,1,D,11,6,4,1,13,15,8,7,3,3,0,0,1.72,3.75,5,1561.781128,1467.104736
E1,21/12/2019,Fulham,Leeds,2,1,H,1,1,H,7,15,3,7,15,15,4,7,3,4,0,0,3.5,3.75,2,1561.811157,1610.755005
E0,30/03/2019,Fulham,Man City,0,2,A,0,2,A,5,24,0,7,4,12,0,11,2,0,0,0,21,11,1.12,1562.232544,2006.794922
E1,20/06/2020,Fulham,Brentford,0,2,A,0,1,D,9,13,4,5,11,12,2,5,1,1,0,0,2.8,3.4,2.5,1562.310059,1579.417725
E1,02/11/2019,Brentford,Huddersfield,0,1,A,0,1,D,10,4,3,2,12,15,1,4,1,5,0,0,1.45,4.33,7,1562.399048,1488.146484
E1,19/10/2019,Leeds,Birmingham,1,0,H,0,1,D,15,16,5,4,13,18,9,2,2,2,0,0,1.4,4.5,9,1562.460571,1487.176147
E1,08/12/2018,Stoke,Ipswich,2,0,H,1,0,H,6,9,2,2,16,15,1,5,0,1,0,0,1.44,4.33,9.5,1562.599854,1371.960083
