Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,HELO,AELO
E1,08/12/2018,Sheffield Weds,Rotherham,2,2,D,1,0,H,12,15,4,4,12,7,4,2,1,0,0,0,2.14,3.5,3.6,1439.415527,1380.549805
E1,15/12/2018,Hull,Brentford,2,0,H,2,0,H,7,16,3,1,6,10,3,7,0,1,0,0,2.8,3.5,2.62,1439.446899,1466.295898
E1,23/02/2019,Millwall,Preston,1,3,A,0,3,A,12,12,3,5,12,11,4,6,2,1,0,0,2.75,3.25,2.8,1439.683716,1508.649902
E1,09/02/2019,QPR,Birmingham,3,4,A,1,4,A,20,12,11,7,14,15,6,3,1,1,0,0,2.45,3.25,3.25,1439.877686,1483.986572
E1,10/12/2019,Stoke,Luton,3,0,H,2,1,H,15,4,8,1,16,10,7,4,1,2,0,0,1.61,4.1,5.25,1440.401855,1397.155029
E1,28/09/2019,Charlton,Leeds,1,0,H,1,1,H,3,19,3,4,9,15,2,13,3,1,0,0,6.5,4.75,1.45,1440.532959,1575.943848
E1,19/04/2019,QPR,Blackburn,1,2,A,0,1,A,19,12,3,5,14,8,8,4,3,3,0,0,2.2,3.6,3.4,1441.512207,1445.3125
E1,15/12/2018,QPR,Middlesbrough,2,1,H,1,0,H,17,8,2,1,17,12,7,5,0,3,0,0,3,3.3,2.54,1442.276367,1545.477295
E1,24/08/2019,Charlton,Brentford,1,0,H,1,1,H,3,22,1,4,12,10,2,14,1,3,0,0,3.1,3.4,2.25,1442.730347,1534.870972
E1,22/04/2019,Reading,West Brom,0,0,D,0,0,D,14,14,5,6,13,10,4,4,2,1,0,0,3.5,3.6,2.15,1442.803833,1599.980103
E1,09/11/2019,Wigan,Brentford,0,3,A,0,1,A,5,7,1,5,16,17,1,2,1,1,1,1,3.6,3.4,2.1,1443.075317,1549.700928
E1,29/12/2019,QPR,Hull,1,2,A,1,1,D,13,5,4,3,10,15,7,0,0,2,0,0,2.3,3.6,2.9,1443.209717,1505.268677
E1,17/07/2020,Huddersfield,West Brom,2,1,H,1,1,D,7,13,4,4,19,17,2,7,4,6,0,0,5,4,1.66,1444.116821,1615.122192
E1,15/02/2020,QPR,Stoke,4,2,H,2,1,D,13,15,9,4,11,11,8,5,4,2,0,0,2.7,3.3,2.62,1444.557129,1476.345947
E1,02/10/2019,Charlton,Swansea,1,2,A,1,1,D,8,13,3,4,14,14,3,3,4,1,0,0,3.2,3.4,2.25,1445.008545,1561.061523
E1,21/08/2019,QPR,Swansea,1,3,A,0,1,A,22,10,3,5,10,13,7,2,2,3,0,0,2.5,3.3,2.87,1445.110962,1557.575195
E1,12/01/2019,Millwall,Blackburn,0,2,A,0,0,D,7,5,2,2,14,13,2,1,0,0,0,0,2.15,3.4,3.75,1445.292114,1409.223999
E1,26/12/2019,Stoke,Sheffield Weds,3,2,H,1,1,H,17,4,8,3,6,25,8,2,0,2,0,0,2.6,3.2,2.8,1446.213379,1569.764038
E1,05/10/2019,Millwall,Leeds,2,1,H,2,1,H,12,5,7,1,14,14,6,1,4,1,0,1,5.25,3.8,1.66,1446.336792,1572.393555
E1,01/10/2019,Reading,Fulham,1,4,A,0,1,A,8,16,2,7,10,12,2,5,1,0,1,0,3.6,3.6,2,1446.448364,1586.325439
E1,19/10/2019,Charlton,Derby,3,0,H,1,1,H,10,4,7,2,16,13,7,5,1,2,0,0,2.7,3.25,2.7,1448.024902,1552.821411
E1,23/02/2019,Sheffield Weds,Swansea,3,1,H,3,0,H,16,12,7,6,7,6,4,1,1,0,0,0,2.62,3.3,2.9,1449.013306,1525.423096
E1,22/12/2018,Hull,Swansea,3,2,H,0,1,A,13,15,8,4,13,8,7,2,1,2,0,0,2.7,3.4,2.8,1449.410522,1547.997192
E1,03/08/2019,Reading,Sheffield Weds,1,3,A,0,1,A,13,13,4,5,12,15,7,3,0,3,0,1,2.62,3.3,2.9,1449.753052,1524.622803
E1,08/07/2020,Birmingham,Swansea,1,3,A,1,1,A,20,10,5,4,16,6,9,4,2,3,0,0,2.87,3.3,2.5,1450.206787,1517.109985
E1,21/09/2019,Reading,Blackburn,1,2,A,0,1,A,16,9,3,5,14,14,3,3,2,2,0,0,2.45,3.3,2.9,1450.421753,1473.433105
E1,09/02/2019,Sheffield Weds,Reading,0,0,D,0,0,D,20,12,7,5,11,10,5,6,0,0,0,0,2.05,3.4,4.2,1450.436646,1382.198975
E1,11/07/2020,QPR,Sheffield Weds,0,3,A,0,1,A,7,14,1,6,12,12,7,4,1,2,0,0,2.9,3.25,2.5,1450.469482,1445.442871
E1,17/08/2019,Blackburn,Middlesbrough,1,0,H,1,1,H,14,9,3,2,16,11,9,2,5,3,0,0,2.4,3.3,3,1450.51416,1531.903931
E1,03/08/2019,Millwall,Preston,1,0,H,1,1,H,8,5,3,0,11,18,8,7,2,3,0,0,2.62,3.3,2.9,1450.617065,1514.389404
E1,03/08/2019,Wigan,Cardiff,3,2,H,0,1,A,12,13,4,4,9,15,6,6,2,4,0,0,3.1,3.3,2.5,1450.787231,1607.324097
E1,22/10/2019,Millwall,Cardiff,2,2,D,1,1,D,12,16,5,7,13,14,4,2,1,1,0,0,2.62,3.25,2.75,1451.146118,1578.511108
E1,02/11/2019,Wigan,Swansea,1,2,A,1,1,D,14,6,2,2,19,8,11,2,4,2,0,0,3,3.3,2.4,1451.350098,1553.190796
E1,05/10/2019,QPR,Blackburn,4,2,H,1,1,H,10,8,5,2,14,7,4,4,4,4,0,0,2.25,3.5,3.1,1451.532837,1469.821045
E1,02/11/2019,Reading,Millwall,2,1,H,2,1,H,12,14,6,2,11,13,3,6,1,0,0,0,2.2,3.3,3.4,1451.711304,1471.19812
E1,21/12/2019,QPR,Charlton,2,2,D,1,1,H,21,11,9,4,13,14,9,8,3,4,0,0,1.6,4.2,5.25,1451.763672,1419.415161
E1,10/08/2019,QPR,Huddersfield,1,1,D,0,1,D,17,6,5,4,14,20,7,0,2,5,0,0,2.6,3.25,2.7,1451.952637,1513.689697
E1,17/08/2019,Wigan,Leeds,0,2,A,0,1,A,6,20,2,6,17,19,6,6,3,2,1,0,4.5,3.6,1.83,1452.177124,1555.772705
E1,05/05/2019,Blackburn,Swansea,2,2,D,1,1,A,11,10,4,3,9,9,11,3,1,1,0,0,2.4,3.8,2.87,1452.570923,1530.187744
E1,21/12/2019,Reading,Derby,3,0,H,1,1,H,14,16,7,6,8,17,6,6,2,7,0,1,2.05,3.4,3.6,1452.825073,1504.378662
E1,18/01/2020,QPR,Leeds,1,0,H,1,1,H,9,17,2,3,17,11,4,11,4,3,0,1,4.5,3.9,1.75,1452.953613,1591.64502
E1,18/01/2020,Birmingham,Cardiff,1,1,D,1,1,H,14,6,3,2,11,10,8,6,1,3,0,0,2.4,3.4,2.9,1453.170044,1552.464966
E1,22/07/2020,Sheffield Weds,Middlesbrough,1,2,A,1,1,D,18,10,4,4,11,11,10,2,0,0,0,0,2.2,3.4,3.2,1453.533569,1459.445679
E1,18/01/2020,Huddersfield,Brentford,0,0,D,0,1,D,6,11,1,3,12,8,6,4,1,0,0,0,5,3.75,1.72,1453.567505,1589.297974
E1,30/06/2020,QPR,Fulham,1,2,A,1,1,D,11,14,2,5,8,10,6,6,2,3,0,0,3.3,3.4,2.2,1453.753418,1539.573853
E1,10/04/2019,Millwall,QPR,0,0,D,0,0,D,7,15,3,3,13,15,9,3,2,3,0,0,2,3.6,4,1453.779175,1415.205444
E1,01/10/2019,Stoke,Huddersfield,0,1,A,0,1,D,18,4,0,1,12,12,9,1,1,2,0,0,1.8,3.7,4.5,1453.828491,1454.193237
E1,14/12/2019,Stoke,Reading,0,0,D,0,1,D,11,3,0,0,12,12,1,4,1,3,0,0,2,3.4,3.9,1454.092896,1450.980591
E1,21/09/2019,Millwall,QPR,1,2,A,0,1,D,13,14,5,3,8,8,6,3,2,3,0,0,2.55,3.2,2.87,1454.47644,1458.077148
E1,25/02/2020,Huddersfield,Bristol City,2,1,H,1,1,H,20,8,6,3,7,12,2,2,2,4,0,0,2.15,3.4,3.4,1454.567993,1507.936279
E1,22/04/2019,Blackburn,Bolton,2,0,H,1,0,H,15,13,6,4,9,8,3,2,0,0,0,0,1.45,4.75,8,1454.825684,1315.991577
E1,30/11/2019,Stoke,Blackburn,1,2,A,0,1,A,16,6,4,5,9,5,6,2,0,0,0,0,1.95,3.4,4,1454.954102,1461.904663
E1,29/02/2020,Hull,Leeds,0,4,A,0,1,A,8,17,2,8,13,13,5,11,2,1,0,0,6.5,4.75,1.44,1455.166016,1581.095825
E1,19/10/2019,Stoke,Fulham,2,0,H,1,1,H,9,10,5,4,15,12,4,6,2,2,0,0,2.9,3.4,2.45,1455.570923,1589.693481
E1,30/04/2019,Millwall,Bristol City,1,2,A,1,1,H,16,13,5,4,12,9,3,4,0,3,0,0,3.3,3.5,2.3,1455.960205,1511.009521
E1,28/09/2019,Huddersfield,Millwall,1,1,D,1,1,D,15,15,6,4,12,12,7,6,1,0,0,1,2.5,3.2,3,1456.186157,1444.985352
E1,07/12/2019,Reading,Birmingham,2,3,A,1,1,D,14,16,4,5,19,7,8,5,1,1,0,0,2.15,3.4,3.4,1456.307007,1476.584961
E1,22/12/2018,Brentford,Bolton,1,0,H,0,0,D,13,10,4,1,8,19,7,4,1,3,0,0,1.5,4.4,7.5,1456.332275,1330.936157
E1,01/01/2019,Sheffield Weds,Birmingham,1,1,D,1,0,H,15,11,7,1,13,15,6,4,1,3,0,0,2.9,3.2,2.7,1456.391113,1478.553955
E1,27/04/2019,Millwall,Stoke,0,0,D,0,1,D,13,12,1,2,13,10,3,5,1,2,0,0,1.95,3.5,3.75,1456.491089,1510.053101
E1,04/07/2020,Huddersfield,Preston,0,0,D,0,1,D,2,9,1,0,9,14,2,7,0,0,0,0,2.6,3.2,2.8,1456.498047,1474.683472
E1,01/01/2020,Birmingham,Wigan,2,3,A,1,1,D,13,10,5,7,17,13,3,11,0,2,0,0,2,3.4,3.75,1456.650635,1406.716431
E1,02/11/2019,Blackburn,Sheffield Weds,2,1,H,0,1,D,15,17,6,5,10,16,4,13,0,0,0,0,2.5,3.25,2.9,1457.2323,1553.607666
E1,09/11/2019,Reading,Luton,3,0,H,2,1,H,17,4,7,1,12,13,5,3,0,1,0,0,1.9,3.5,4.2,1457.54895,1418.814331
E1,01/02/2020,QPR,Bristol City,0,1,A,0,1,A,18,11,1,5,11,12,10,5,0,0,0,0,2.15,3.5,3.3,1457.571777,1525.937012
E1,08/07/2020,Sheffield Weds,Preston,1,3,A,0,1,D,13,14,2,5,15,13,7,2,2,0,0,0,2.4,3.2,3.1,1457.760864,1475.512329
E1,10/07/2020,Huddersfield,Luton,0,2,A,0,1,D,11,6,2,2,19,11,6,2,2,1,0,0,1.8,3.6,4.6,1457.8573,1390.009155
E1,23/11/2019,Charlton,Cardiff,2,2,D,2,1,H,15,23,4,8,12,16,5,4,1,3,0,0,3,3.4,2.37,1458.380371,1572.935669
E1,25/02/2020,QPR,Derby,2,1,H,1,1,D,15,15,6,4,12,9,4,9,3,1,0,0,2.2,3.5,3.2,1459.423584,1512.407959
E1,20/06/2020,Huddersfield,Wigan,0,2,A,0,1,A,9,9,1,5,16,17,3,2,2,1,0,0,2.37,3.25,3.1,1459.812378,1456.077759
E1,29/02/2020,Huddersfield,Charlton,4,0,H,1,1,H,20,10,8,2,15,13,5,4,1,2,0,0,1.75,3.5,5,1460.006226,1424.702881
E1,09/11/2019,QPR,Middlesbrough,2,2,D,2,1,H,14,9,7,4,20,9,8,6,4,2,0,0,1.85,3.75,4,1460.056519,1491.904541
E1,19/10/2019,Blackburn,Huddersfield,2,2,D,2,1,H,13,12,3,2,18,19,5,6,1,3,0,0,1.85,3.6,4.33,1460.076538,1475.208496
E1,04/07/2020,Stoke,Barnsley,4,0,H,3,1,H,14,5,7,3,12,15,6,3,2,0,0,0,2.3,3.25,3.25,1460.081665,1428.514893
E1,14/09/2019,QPR,Luton,3,2,H,3,1,H,18,14,3,3,15,15,4,5,2,1,0,0,1.95,3.6,3.8,1460.296143,1431.973999
E1,19/04/2019,Millwall,Brentford,1,1,D,1,1,D,7,10,2,3,9,8,7,3,1,3,0,1,2.25,3.6,3.3,1460.302734,1509.172485
E1,23/11/2019,Blackburn,Barnsley,3,2,H,1,1,H,9,16,5,5,8,14,2,3,1,1,0,0,1.8,3.7,4.5,1461.123291,1377.912354
E1,26/02/2019,Sheffield Weds,Brentford,2,0,H,1,0,H,16,8,6,3,12,9,5,5,1,0,0,0,3.2,3.5,2.35,1461.235718,1510.096558
E1,14/07/2020,Sheffield Weds,Huddersfield,0,0,D,0,1,D,13,12,4,1,13,16,6,5,1,1,0,0,2.55,3.2,2.9,1461.444946,1442.314453
E1,26/10/2019,Millwall,Stoke,2,0,H,1,1,H,8,4,4,1,10,18,6,2,1,0,0,0,2.75,3,2.8,1461.551392,1473.661743
E1,12/01/2019,Preston,Swansea,1,1,D,0,0,D,8,12,5,3,16,16,3,4,0,3,1,0,2.5,3.4,3,1461.637695,1534.075195
E1,08/07/2020,Bristol City,Hull,2,1,H,1,1,H,9,18,5,4,10,20,3,6,0,3,0,0,2.05,3.5,3.6,1461.666382,1422.543213
E1,26/12/2018,QPR,Ipswich,3,0,H,2,0,H,13,7,8,2,17,14,5,5,1,2,0,0,1.75,3.7,5.5,1462.251709,1375.849243
E1,05/10/2019,Huddersfield,Hull,3,0,H,0,1,D,8,14,5,4,13,11,5,4,3,1,0,0,2.55,3.3,2.87,1462.350098,1499.401489
E1,08/02/2020,Huddersfield,QPR,2,0,H,0,1,D,16,8,7,2,15,15,4,3,0,3,0,0,2.3,3.4,3.1,1462.389648,1450.137085
E1,29/12/2019,Birmingham,Leeds,4,5,A,1,1,A,15,11,4,5,10,11,7,9,5,3,0,0,5.25,3.8,1.66,1462.75415,1599.254395
E1,26/11/2019,Reading,Leeds,0,1,A,0,1,D,8,16,2,2,12,12,7,11,1,1,0,0,4.5,3.8,1.75,1462.814819,1591.704102
E1,12/07/2020,Stoke,Birmingham,2,0,H,2,1,H,15,7,5,1,12,11,8,7,1,4,0,0,2,3.25,4.1,1462.85437,1439.739868
E1,09/11/2019,Millwall,Charlton,2,1,H,1,1,H,8,6,5,5,14,13,8,3,1,1,0,0,2.05,3.4,3.75,1463.205078,1464.967651
E1,01/01/2019,Brentford,Norwich,1,1,D,1,0,H,16,8,4,3,10,16,5,8,4,2,0,0,2.54,3.5,2.9,1463.97583,1536.432251
E1,08/12/2018,Birmingham,Bristol City,0,1,A,0,0,D,8,6,3,2,16,12,6,4,4,3,0,0,2.25,3.3,3.6,1463.990967,1455.468628
E1,04/11/2019,Stoke,West Brom,0,2,A,0,1,A,8,9,3,3,18,18,4,3,2,1,0,0,3,3.3,2.4,1464.015015,1623.440186
E1,15/12/2018,Bristol City,Norwich,2,2,D,1,1,D,13,9,6,5,10,16,7,1,1,3,0,0,2.9,3.3,2.62,1464.150269,1544.73877
E1,12/01/2019,Brentford,Stoke,3,1,H,2,1,H,16,2,5,1,13,13,6,3,0,2,0,0,2.4,3.4,3.2,1464.502441,1536.309204
E1,17/08/2019,Millwall,Sheffield Weds,1,0,H,1,1,H,3,21,2,9,6,16,6,4,1,1,1,0,2.55,3.2,2.9,1464.539551,1541.571167
E1,27/11/2019,Blackburn,Brentford,1,0,H,1,1,H,7,16,4,4,15,14,4,4,2,1,0,0,3.1,3.3,2.37,1464.574097,1565.045166
E1,06/04/2019,Birmingham,Leeds,1,0,H,1,0,H,10,9,7,1,11,13,4,8,1,3,0,0,4,3.5,2.05,1464.727539,1568.671875
E1,29/02/2020,QPR,Birmingham,2,2,D,0,1,A,14,13,6,4,6,15,6,3,0,0,0,0,2.15,3.5,3.25,1464.744629,1489.443604
E1,19/01/2019,QPR,Preston,1,4,A,0,1,A,13,13,5,6,10,12,5,6,3,2,0,0,2.2,3.5,3.5,1464.757202,1462.265137
E1,26/02/2020,Hull,Barnsley,0,1,A,0,1,A,12,22,3,6,11,12,4,9,1,1,0,0,2.5,3.5,2.75,1465.535889,1415.729736
E1,07/03/2020,Wigan,Luton,0,0,D,0,1,D,12,3,2,1,11,13,6,3,1,2,0,0,1.7,3.8,5,1465.738281,1390.432617
E1,23/11/2019,Stoke,Wigan,2,1,H,0,1,A,16,10,4,2,13,20,3,5,3,2,0,0,1.83,3.4,4.75,1466.301636,1430.995117
E1,22/02/2020,Stoke,Cardiff,2,0,H,1,1,H,10,10,5,2,10,7,4,7,1,1,0,0,2,3.4,3.9,1466.448486,1568.217773
E1,29/12/2018,Bristol City,Rotherham,1,0,H,0,0,D,22,18,8,3,7,17,13,8,2,1,0,2,1.55,3.8,5.75,1466.501709,1364.43689
E1,03/08/2019,Blackburn,Charlton,1,2,A,0,1,A,14,9,2,5,15,13,12,2,0,3,0,0,1.83,3.75,4.75,1466.619629,1414.670044
E1,26/12/2019,Reading,QPR,1,0,H,0,1,D,13,16,4,4,11,15,7,6,1,0,0,0,2.3,3.5,3,1466.733765,1449.231201
E1,14/09/2019,Charlton,Birmingham,0,1,A,0,1,D,12,11,3,6,7,18,2,4,1,3,0,0,2.3,3.3,3.2,1467.240845,1502.865601
E1,26/12/2018,Birmingham,Stoke,2,0,H,1,0,H,20,14,6,4,11,10,10,5,1,4,0,0,2.9,3.3,2.62,1467.342896,1570.442017
E1,07/12/2019,Huddersfield,Leeds,0,2,A,0,1,D,10,14,3,4,10,15,7,5,2,3,0,0,7,4,1.53,1467.500122,1594.028687
E1,28/09/2019,QPR,West Brom,0,2,A,0,1,D,5,15,0,7,21,10,4,6,1,2,1,0,2.6,3.4,2.7,1467.568237,1614.198608
E1,05/07/2020,Middlesbrough,QPR,0,1,A,0,1,A,15,10,4,5,14,14,9,7,3,0,0,0,2.1,3.4,3.6,1467.61792,1446.771362
E1,26/12/2018,Bristol City,Brentford,1,1,D,1,0,H,7,14,2,3,8,14,3,4,0,1,0,0,2.35,3.5,3.2,1468.291748,1460.0802
E1,04/07/2020,Bristol City,Cardiff,0,1,A,0,1,D,11,13,2,3,9,12,5,6,1,0,0,0,3.3,3.3,2.25,1468.524414,1561.417969
E1,27/06/2020,Wigan,Blackburn,2,0,H,0,1,D,13,12,3,3,13,14,3,6,1,0,0,0,2.62,3.25,2.75,1469.586426,1513.85498
E1,18/07/2020,Middlesbrough,Cardiff,1,3,A,0,1,A,12,13,5,4,13,11,8,5,2,2,1,0,2.8,3.2,2.62,1469.664673,1553.502197
E1,11/01/2020,Stoke,Millwall,0,0,D,0,1,D,9,5,2,3,9,10,6,3,1,1,0,1,2,3.25,4,1470.006958,1501.009155
E1,29/12/2018,Preston,Aston Villa,1,1,D,0,1,A,13,15,4,5,14,10,6,5,2,2,0,0,2.9,3.4,2.37,1470.278564,1557.479858
E1,29/12/2018,QPR,Reading,0,0,D,0,0,D,16,13,4,5,16,12,7,7,3,2,0,0,1.6,4,5.25,1470.408325,1375.559692
E1,29/02/2020,Reading,Barnsley,2,0,H,1,1,H,7,23,4,6,11,15,2,4,1,3,0,0,2.25,3.4,3.2,1471.094604,1426.542725
E1,07/12/2019,Blackburn,Derby,1,0,H,0,1,D,11,13,3,1,9,13,7,3,1,1,0,0,2,3.5,3.8,1471.400391,1519.247192
E1,12/02/2020,Huddersfield,Cardiff,0,3,A,0,1,A,19,11,4,6,9,10,5,6,1,2,0,0,2.45,3.25,3,1471.408936,1560.39563
E1,22/10/2019,QPR,Reading,2,2,D,1,1,D,13,11,6,5,10,22,1,5,2,2,0,0,1.9,3.75,3.75,1471.439453,1440.247681
E1,14/09/2019,Blackburn,Millwall,2,0,H,1,1,H,14,14,8,3,10,6,2,6,0,1,0,0,2.1,3.4,3.6,1472.071533,1471.756592
E1,04/03/2019,Sheffield Weds,Sheffield United,0,0,D,0,0,D,9,7,1,1,16,18,2,10,0,0,0,0,3.4,3.5,2.05,1472.131714,1555.051514
E1,01/07/2020,Birmingham,Huddersfield,0,3,A,0,1,A,10,12,2,6,17,20,4,4,0,1,0,0,2.45,3.2,3,1472.375244,1439.006104
E1,29/12/2019,Huddersfield,Blackburn,2,1,H,1,1,D,17,10,4,3,15,13,7,3,2,1,0,0,2.37,3.4,3,1472.573364,1495.055664
E1,20/06/2020,QPR,Barnsley,0,1,A,0,1,A,8,10,2,2,11,18,2,6,0,1,0,0,2.15,3.5,3.3,1472.802246,1403.553955
E1,11/07/2020,Middlesbrough,Bristol City,1,3,A,0,1,A,14,12,4,6,11,9,9,7,1,0,0,0,2.05,3.5,3.6,1472.880981,1467.384644
E1,24/08/2019,Blackburn,Cardiff,0,0,D,0,1,D,9,13,2,3,9,14,9,4,1,3,0,0,2.2,3.4,3.2,1473.051025,1589.316895
E1,31/08/2019,Millwall,Hull,1,1,D,1,1,D,13,7,5,3,10,14,11,5,2,4,0,1,2.1,3.2,3.8,1473.072144,1488.422363
E1,18/07/2020,Stoke,Brentford,1,0,H,1,1,H,6,14,2,3,14,6,0,4,2,0,0,0,5,4,1.66,1473.485962,1633.042969
E1,22/07/2020,Bristol City,Preston,1,1,D,0,1,A,13,22,6,6,10,11,4,7,0,0,0,0,2.62,3.3,2.6,1473.509399,1491.687866
E1,03/11/2019,Charlton,Preston,0,1,A,0,1,D,8,16,1,5,16,11,3,9,3,5,0,0,2.9,3.4,2.45,1473.672363,1548.473999
E1,14/02/2020,Hull,Swansea,4,4,D,1,1,D,11,20,4,6,10,10,3,8,0,3,0,0,3,3.5,2.3,1473.689331,1509.830078
E1,14/09/2019,Stoke,Bristol City,1,2,A,1,1,H,12,12,4,3,13,12,6,7,2,3,1,0,2.15,3.4,3.4,1473.789307,1551.268188
E1,01/07/2020,Sheffield Weds,West Brom,0,3,A,0,1,A,14,9,2,4,8,13,11,4,0,4,0,0,3.8,3.5,2,1473.821411,1598.178955
E1,22/07/2020,Reading,Swansea,1,4,A,1,1,D,19,20,6,8,17,10,4,8,1,0,1,0,3.9,3.4,1.95,1474.015747,1527.616089
E1,07/12/2019,Middlesbrough,Charlton,1,0,H,1,1,H,23,5,3,2,15,20,4,5,1,3,0,0,1.9,3.75,3.8,1474.431519,1428.569214
E1,14/12/2019,Birmingham,West Brom,2,3,A,1,1,D,16,9,6,3,11,12,7,2,2,2,0,0,4.2,3.75,1.85,1474.805542,1650.036987
E1,10/04/2019,Birmingham,Sheffield United,1,1,D,1,1,D,8,8,5,3,10,9,5,4,2,0,0,0,3.6,3.5,2.15,1475.209961,1592.648926
E1,08/12/2018,Brentford,Swansea,2,3,A,1,3,A,18,13,5,5,11,9,11,3,1,2,0,0,2.1,3.6,3.75,1475.377075,1536.806274
E1,27/06/2020,Birmingham,Hull,3,3,D,0,1,A,14,12,4,3,12,10,4,5,3,0,0,0,1.75,3.75,4.75,1475.432251,1415.341675
E1,26/02/2019,Hull,Millwall,2,1,H,2,1,H,13,16,3,6,10,10,3,3,1,2,0,0,2.37,3.3,3.3,1476.236328,1428.705933
E1,20/06/2020,Middlesbrough,Swansea,0,3,A,0,1,A,17,13,1,3,15,13,10,0,2,1,0,0,2.55,3.3,2.8,1476.815063,1507.839478
E1,28/10/2019,QPR,Brentford,1,3,A,0,1,A,8,12,6,9,11,15,3,6,0,3,0,0,2.8,3.4,2.55,1477.371826,1551.667847
E1,13/03/2019,Birmingham,Millwall,0,2,A,0,2,A,11,6,1,2,13,12,7,3,1,2,0,0,2.25,3.3,3.6,1477.438232,1413.076538
E1,31/08/2019,Reading,Charlton,0,2,A,0,1,D,19,14,3,5,14,14,8,4,1,3,0,0,1.95,3.6,3.75,1478.125122,1452.573486
E1,23/10/2019,Huddersfield,Middlesbrough,0,0,D,0,1,D,10,13,2,2,12,14,4,3,1,3,0,0,2.3,3.2,3.3,1478.63208,1492.17749
E1,30/11/2019,Birmingham,Millwall,1,1,D,0,1,D,10,11,3,5,13,11,5,3,0,0,0,0,2.15,3.1,3.8,1478.732544,1465.803467
E1,07/03/2020,Stoke,Hull,5,1,H,3,1,H,16,5,7,1,8,17,4,3,0,2,0,0,1.57,3.9,6.25,1479.020752,1443.108032
E1,30/06/2020,Reading,Brentford,0,3,A,0,1,A,5,19,1,9,10,11,3,6,0,1,0,0,5,3.75,1.7,1479.319946,1598.868286
E1,20/12/2019,Middlesbrough,Stoke,2,1,H,0,1,D,7,12,4,3,15,15,4,2,2,4,0,0,2.8,3.2,2.6,1479.391479,1452.248413
E1,01/01/2020,Huddersfield,Stoke,2,5,A,0,1,A,6,15,3,6,10,19,5,5,5,2,0,0,2.7,3.2,2.62,1479.636841,1452.016113
E1,19/04/2019,Birmingham,Derby,2,2,D,2,2,D,20,11,3,5,17,14,9,4,3,3,0,0,2.65,3.3,2.87,1479.683105,1520.808472
E1,04/10/2019,Birmingham,Middlesbrough,2,1,H,1,1,H,26,5,8,3,18,11,11,3,2,3,0,0,2.5,3.1,3,1479.934814,1503.854004
E1,26/12/2018,Preston,Hull,1,2,A,0,1,A,22,10,6,4,6,9,6,7,0,1,0,0,2.14,3.4,3.75,1480.116089,1458.473511
E1,08/02/2020,Stoke,Charlton,3,1,H,1,1,D,13,5,6,2,22,15,8,4,0,5,0,0,1.53,4,6.5,1480.474609,1429.21228
E1,23/02/2019,Birmingham,Blackburn,2,2,D,1,0,H,16,6,7,3,11,18,8,3,0,2,0,0,2.1,3.3,4,1480.619141,1416.377808
E1,29/12/2018,Birmingham,Brentford,0,0,D,0,0,D,5,7,1,2,13,12,4,3,0,5,0,0,2.3,3.3,3.1,1480.659546,1461.870239
E1,15/07/2020,Bristol City,Stoke,1,1,D,1,1,H,8,10,1,3,10,9,4,2,1,0,0,0,2.8,3.2,2.6,1480.779053,1471.941895
E1,30/06/2020,Wigan,Stoke,3,0,H,1,1,H,16,7,7,1,11,13,6,4,1,3,0,0,2.75,3,2.87,1480.9104,1471.635254
E1,15/09/2019,Huddersfield,Sheffield Weds,0,2,A,0,1,A,9,13,6,4,8,14,3,3,2,3,0,0,2.7,3.3,2.62,1481.300903,1522.493164
E1,26/02/2020,Middlesbrough,Leeds,0,1,A,0,1,A,14,12,2,8,14,11,3,6,3,0,0,0,5.5,3.8,1.65,1481.636597,1573.703125
E1,02/03/2019,Hull,Birmingham,2,0,H,1,0,H,12,18,7,5,7,17,1,8,2,1,0,0,2.5,3.4,3,1481.641357,1487.987915
E1,26/11/2019,Millwall,Wigan,2,2,D,1,1,D,9,14,5,7,7,13,7,5,2,1,0,0,1.9,3.4,4.33,1481.775757,1425.331177
E1,25/01/2020,Stoke,Swansea,2,0,H,0,1,D,16,11,5,3,11,7,1,11,0,2,0,0,2.05,3.4,3.75,1482.24231,1532.832764
E1,28/09/2019,Blackburn,Luton,1,2,A,1,1,D,16,8,2,5,11,8,8,1,1,2,0,0,1.8,3.75,4.33,1482.370117,1404.650757
E1,22/10/2019,Birmingham,Blackburn,1,0,H,1,1,H,12,13,6,1,12,6,7,6,2,1,0,0,2.45,3.3,2.9,1482.382568,1458.759521
E1,11/01/2020,Blackburn,Preston,1,1,D,1,1,D,14,9,4,2,10,12,6,2,2,0,0,0,2.62,3.3,2.7,1482.401611,1502.393799
E1,01/07/2020,Preston,Derby,0,1,A,0,1,A,9,8,1,3,10,11,7,5,0,0,0,0,2.4,3.3,3,1482.407471,1535.027466
E1,15/12/2018,Preston,Millwall,3,2,H,2,0,H,14,17,7,4,10,10,8,10,1,3,0,0,2.2,3.4,3.6,1482.598389,1433.172607
E1,26/10/2019,Huddersfield,Barnsley,2,1,H,1,1,H,11,14,4,2,7,13,3,5,1,1,0,0,1.9,3.6,4,1483.720581,1392.087646
